"","checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","gender","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"2574","<0",9,"taking credits","car purchase",1422,"<100","0<X<1",3,"male","none",2,"unknown",27,"stores","for free",1,"high qualified","1","yes","yes","bad"
"2575","0<=X<200",9,"critical","education",1501,"<100","4<=X<7",2,"female","none",3,"car",34,"stores","own",2,"high qualified","1","yes","yes","bad"
"2576","<0",10,"paid fully","business",538,"<100","0<X<1",4,"female","none",1,"unknown",25,"bank","own",1,"skilled","1","no","yes","bad"
"2577","0<=X<200",33,"delayed previously","consumer goods",2147,"<100","1<=X<4",2.85,"male","guarantor",1,"car",24,"bank","own",2,"skilled","1","no","yes","bad"
"2578","0<=X<200",36,"taking credits","car purchase",12389,"no known savings","1<=X<4",1,"male","none",4,"unknown",37,"stores","for free",1,"skilled","1","yes","yes","bad"
"2579",">=200",46,"taking credits","business",3899,">=1000","1<=X<4",4,"female","none",2,"unknown",39,"bank","own",1,"skilled","1","no","yes","bad"
"2580","<0",36,"paid fully","consumer goods",2746,"<100",">=7",4,"male","none",4,"car",31,"bank","own",1,"skilled","1","no","yes","bad"
"2581","0<=X<200",9,"critical","education",1501,"<100",">=7",2,"female","none",3,"car",34,"stores","own",2,"high qualified","1","yes","yes","bad"
"2582","0<=X<200",24,"paid fully","consumer goods",3144,"500<=X<1000","1<=X<4",3.75,"male","none",2,"car",29,"stores","rent",1,"skilled","1","yes","yes","bad"
"2583","0<=X<200",9,"taking credits","consumer goods",918,"<100","1<=X<4",4,"female","none",1,"life insurance",30,"stores","own",1,"skilled","1","no","yes","bad"
"2584","0<=X<200",11,"taking credits","consumer goods",904,">=1000","1<=X<4",4,"male","none",2,"car",24,"stores","own",1,"skilled","1","no","yes","bad"
"2585","<0",38,"critical","consumer goods",4290,"500<=X<1000","1<=X<4",1.69,"female","none",3,"car",23,"stores","own",2,"skilled","1","no","yes","bad"
"2586","0<=X<200",49,"taking credits","car purchase",12579,"<100",">=7",4,"female","none",2,"unknown",44,"stores","for free",1,"high qualified","1","yes","yes","bad"
"2587","<0",36,"taking credits","consumer goods",1839,"<100","4<=X<7",4,"female","none",4,"car",34,"stores","for free",1,"skilled","1","yes","yes","bad"
"2588","0<=X<200",48,"taking credits","retraining",10279,"<100","4<=X<7",3.84,"male","none",4,"life insurance",38,"stores","for free",3,"skilled","2","yes","yes","bad"
"2589",">=200",46,"critical","retraining",11644,"100<=X<500","1<=X<4",1.87,"female","none",4,"car",25,"bank","own",2,"unskilled resident","1","no","yes","bad"
"2590","0<=X<200",45,"taking credits","consumer goods",3031,"100<=X<500","1<=X<4",4,"male","guarantor",4,"life insurance",21,"stores","rent",1,"skilled","1","no","yes","bad"
"2591","<0",18,"taking credits","car purchase",7511,"no known savings",">=7",1,"male","none",4,"life insurance",51,"stores","for free",1,"skilled","2","yes","yes","bad"
"2592","0<=X<200",18,"critical","consumer goods",2124,"<100","1<=X<4",4,"female","none",4,"real estate",24,"stores","rent",2,"skilled","1","no","yes","bad"
"2593","<0",20,"taking credits","car purchase",2313,"<100","0<X<1",3.18,"male","co applicant",2,"real estate",37,"stores","own",1,"skilled","1","no","yes","bad"
"2594","no checking",24,"taking credits","business",4591,">=1000","1<=X<4",2,"male","none",3,"life insurance",54,"stores","own",3,"high qualified","1","yes","yes","bad"
"2595",">=200",16,"critical","education",2162,"<100","1<=X<4",4,"male","none",2,"car",28,"stores","for free",1,"skilled","1","no","yes","bad"
"2596","0<=X<200",21,"delayed previously","business",1188,"<100",">=7",2,"female","none",4,"life insurance",40,"stores","for free",1,"skilled","2","no","yes","bad"
"2597","<0",9,"taking credits","car purchase",1422,"<100","0<X<1",3,"male","none",2,"unknown",27,"stores","for free",1,"high qualified","1","no","yes","bad"
"2598",">=200",46,"critical","retraining",11644,"100<=X<500","1<=X<4",1.87,"female","none",4,"car",25,"bank","own",2,"unskilled resident","1","no","yes","bad"
"2599","0<=X<200",9,"critical","education",1136,">=1000",">=7",4,"male","none",3,"unknown",32,"stores","for free",2,"skilled","2","no","yes","bad"
"2600","0<=X<200",24,"critical","car purchase",4249,"<100","0",4,"male","none",2,"car",28,"stores","own",2,"high qualified","1","no","yes","bad"
"2601","<0",24,"delayed previously","consumer goods",1024,"<100","0<X<1",4,"male","none",4,"real estate",48,"stores","own",1,"skilled","1","no","yes","bad"
"2602","0<=X<200",24,"taking credits","car purchase",4113,"500<=X<1000","0<X<1",3,"female","none",4,"car",28,"stores","rent",1,"skilled","1","no","yes","bad"
"2603",">=200",12,"paid fully","business",609,"<100","0<X<1",4,"female","none",1,"real estate",26,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"2604","0<=X<200",20,"critical","car purchase",1254,"500<=X<1000","4<=X<7",3.06,"male","none",2,"unknown",24,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"2605","<0",23,"taking credits","consumer goods",7835,"<100",">=7",4,"male","none",4,"unknown",50,"bank","for free",1,"high qualified","1","no","yes","bad"
"2606","<0",43,"taking credits","other",1844,"<100","1<=X<4",4,"male","none",4,"life insurance",26,"stores","for free",1,"skilled","1","yes","yes","bad"
"2607","<0",24,"taking credits","consumer goods",3234,"<100","0<X<1",4,"female","none",4,"real estate",23,"stores","rent",1,"unskilled resident","1","yes","yes","bad"
"2608","<0",12,"taking credits","consumer goods",741,"100<=X<500","0",4,"female","none",3,"life insurance",22,"stores","own",1,"skilled","1","no","yes","bad"
"2609","<0",29,"taking credits","consumer goods",3109,"<100","0<X<1",2.18,"female","none",4,"life insurance",31,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"2610","<0",24,"taking credits","consumer goods",1282,"100<=X<500","1<=X<4",4,"female","none",2,"car",32,"stores","own",1,"unskilled resident","1","no","yes","bad"
"2611","0<=X<200",35,"taking credits","business",4288,"100<=X<500","1<=X<4",3.71,"female","none",4,"car",25,"stores","rent",2,"unskilled foreign","1","no","yes","bad"
"2612","<0",16,"delayed previously","education",2579,"500<=X<1000","0<X<1",4,"male","none",1,"real estate",37,"bank","own",1,"unskilled resident","2","no","yes","bad"
"2613","<0",30,"taking credits","consumer goods",6350,"no known savings",">=7",4,"male","none",4,"life insurance",31,"stores","own",1,"skilled","1","no","yes","bad"
"2614","0<=X<200",8,"taking credits","consumer goods",1237,"<100","1<=X<4",3,"female","none",4,"real estate",24,"stores","own",1,"skilled","1","no","yes","bad"
"2615","0<=X<200",15,"taking credits","car purchase",2631,"100<=X<500","1<=X<4",2,"female","none",4,"car",28,"stores","rent",2,"skilled","1","yes","yes","bad"
"2616","0<=X<200",28,"taking credits","repairs",12513,"<100","4<=X<7",2.96,"male","none",3,"unknown",42,"stores","for free",1,"high qualified","1","yes","yes","bad"
"2617","<0",23,"taking credits","consumer goods",2318,"<100","4<=X<7",2.73,"female","none",3,"life insurance",27,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"2618",">=200",10,"delayed previously","education",1977,"<100","0<X<1",2.13,"female","co applicant",2,"car",20,"stores","own",2,"skilled","1","no","yes","bad"
"2619","no checking",18,"taking credits","consumer goods",1533,"<100","0<X<1",4,"male","co applicant",1,"life insurance",43,"stores","own",1,"unskilled resident","2","no","yes","bad"
"2620","<0",21,"taking credits","consumer goods",1834,"<100","1<=X<4",3.1,"female","none",2,"unknown",26,"stores","own",2,"high qualified","1","no","yes","bad"
"2621",">=200",24,"critical","car purchase",1344,"no known savings","4<=X<7",4,"male","none",2,"real estate",37,"bank","own",2,"unskilled resident","2","no","yes","bad"
"2622","<0",7,"taking credits","education",446,"<100","0<X<1",3.89,"female","guarantor",4,"life insurance",23,"stores","own",1,"skilled","1","no","yes","bad"
"2623","0<=X<200",29,"taking credits","repairs",4157,"500<=X<1000","4<=X<7",3.45,"male","none",3,"car",27,"stores","own",1,"skilled","1","no","yes","bad"
"2624",">=200",24,"taking credits","car purchase",6760,">=1000","1<=X<4",2.19,"male","none",4,"car",61,"stores","own",2,"skilled","1","no","yes","bad"
"2625","0<=X<200",12,"taking credits","other",893,"<100","0<X<1",3.08,"male","none",4,"car",34,"bank","own",1,"unskilled foreign","2","no","yes","bad"
"2626","0<=X<200",12,"taking credits","consumer goods",1484,"no known savings","1<=X<4",2,"male","none",1,"real estate",25,"stores","own",1,"skilled","1","yes","yes","bad"
"2627","<0",16,"taking credits","consumer goods",1221,"<100","4<=X<7",4,"female","none",3,"life insurance",23,"stores","own",1,"skilled","1","no","yes","bad"
"2628","0<=X<200",36,"delayed previously","consumer goods",5211,"<100","0<X<1",2,"male","none",4,"car",42,"stores","own",2,"high qualified","1","yes","yes","bad"
"2629","no checking",18,"taking credits","business",2169,"<100","1<=X<4",4,"male","none",2,"car",28,"stores","own",1,"skilled","1","yes","yes","bad"
"2630","no checking",18,"taking credits","car purchase",6761,"no known savings","1<=X<4",2,"male","none",4,"car",68,"stores","rent",2,"skilled","1","no","yes","bad"
"2631","<0",24,"taking credits","car purchase",1285,"no known savings","4<=X<7",4,"female","none",4,"unknown",32,"stores","rent",1,"skilled","1","no","yes","bad"
"2632","0<=X<200",27,"taking credits","business",3915,"<100","1<=X<4",3.09,"male","none",2,"car",36,"stores","own",1,"skilled","2","yes","yes","bad"
"2633","<0",43,"taking credits","other",1844,"<100","1<=X<4",4,"male","none",4,"life insurance",26,"stores","for free",1,"skilled","1","yes","yes","bad"
"2634",">=200",12,"taking credits","education",719,"<100","0<X<1",4,"male","none",4,"car",41,"bank","own",1,"unskilled resident","2","no","yes","bad"
"2635",">=200",48,"critical","car purchase",10160,"500<=X<1000","1<=X<4",2.39,"male","none",2,"unknown",43,"bank","for free",1,"skilled","1","no","yes","bad"
"2636","0<=X<200",9,"taking credits","consumer goods",1670,"<100","0<X<1",4,"female","none",2,"car",22,"stores","own",1,"skilled","1","yes","yes","bad"
"2637","no checking",31,"delayed previously","consumer goods",4521,"<100","1<=X<4",3.09,"male","none",2,"car",39,"stores","own",2,"high qualified","1","yes","yes","bad"
"2638","no checking",21,"paid fully","car purchase",5495,"no known savings","1<=X<4",1,"female","none",4,"life insurance",29,"bank","own",2,"skilled","1","yes","yes","bad"
"2639",">=200",16,"critical","consumer goods",2162,"<100","1<=X<4",4,"male","none",2,"car",28,"stores","own",1,"skilled","1","no","yes","bad"
"2640","<0",27,"paid fully","business",5293,"<100","0",2,"male","none",4,"life insurance",50,"bank","own",2,"skilled","1","yes","yes","bad"
"2641","0<=X<200",24,"taking credits","consumer goods",3092,"100<=X<500","0<X<1",3,"male","none",2,"car",22,"stores","rent",1,"skilled","1","yes","yes","bad"
"2642","0<=X<200",18,"taking credits","car purchase",1042,"no known savings","1<=X<4",4,"female","none",2,"life insurance",33,"stores","own",1,"skilled","1","no","yes","bad"
"2643","<0",48,"critical","car purchase",6331,"<100",">=7",4,"male","none",4,"unknown",46,"stores","for free",2,"skilled","1","yes","yes","bad"
"2644","<0",17,"paid fully","consumer goods",1195,"<100",">=7",2.23,"female","co applicant",4,"unknown",31,"stores","own",2,"skilled","1","no","yes","bad"
"2645","<0",14,"taking credits","car purchase",1224,"<100","1<=X<4",4,"female","none",2,"life insurance",24,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"2646","0<=X<200",12,"delayed previously","car purchase",833,"100<=X<500","0<X<1",4,"female","none",2,"life insurance",24,"bank","own",1,"unskilled resident","1","no","yes","bad"
"2647","<0",40,"critical","education",5998,"<100","1<=X<4",4,"male","none",3,"unknown",36,"bank","own",1,"skilled","1","yes","yes","bad"
"2648","0<=X<200",30,"delayed previously","consumer goods",1919,"100<=X<500","0<X<1",4,"male","none",3,"unknown",30,"stores","own",2,"high qualified","1","no","yes","bad"
"2649","<0",26,"taking credits","consumer goods",2374,"100<=X<500",">=7",1.93,"female","none",2,"life insurance",30,"stores","own",1,"skilled","1","no","yes","bad"
"2650","<0",24,"taking credits","car purchase",2303,"<100",">=7",4,"male","co applicant",1,"real estate",45,"stores","own",1,"skilled","1","no","yes","bad"
"2651","<0",12,"paid fully","car purchase",697,"<100","0<X<1",4,"male","none",2,"car",46,"bank","own",2,"skilled","1","yes","yes","bad"
"2652","0<=X<200",24,"taking credits","car purchase",907,"100<=X<500","0<X<1",4,"female","none",2,"life insurance",23,"bank","own",1,"unskilled resident","1","no","yes","bad"
"2653",">=200",18,"taking credits","business",4166,"<100","1<=X<4",2.04,"male","none",2,"car",36,"stores","own",2,"skilled","2","no","yes","bad"
"2654","0<=X<200",12,"taking credits","car purchase",1295,"<100","0<X<1",3,"female","none",3,"car",25,"stores","rent",1,"skilled","1","no","yes","bad"
"2655",">=200",13,"taking credits","car purchase",1386,"500<=X<1000","1<=X<4",2.18,"female","none",2,"life insurance",27,"stores","own",1,"skilled","1","no","yes","bad"
"2656","<0",12,"paid fully","car purchase",622,"<100","1<=X<4",4,"female","none",3,"real estate",34,"bank","own",1,"unskilled foreign","1","no","yes","bad"
"2657","<0",42,"taking credits","consumer goods",7174,"no known savings","4<=X<7",4,"female","none",3,"car",30,"stores","own",1,"high qualified","1","yes","yes","bad"
"2658","no checking",24,"delayed previously","business",8648,"<100","0<X<1",2,"male","none",2,"car",27,"bank","own",2,"skilled","1","yes","yes","bad"
"2659",">=200",32,"taking credits","car purchase",6760,">=1000","1<=X<4",2.46,"male","none",3,"car",51,"stores","own",2,"skilled","1","no","yes","bad"
"2660","0<=X<200",48,"taking credits","consumer goods",3060,"<100","4<=X<7",4,"male","none",4,"real estate",28,"stores","own",2,"skilled","1","no","yes","bad"
"2661","<0",36,"taking credits","consumer goods",2302,"<100","1<=X<4",4,"male","none",4,"car",31,"stores","rent",1,"skilled","1","no","yes","bad"
"2662","0<=X<200",24,"taking credits","consumer goods",3092,"100<=X<500","0<X<1",3,"male","none",2,"car",22,"stores","rent",1,"skilled","1","yes","yes","bad"
"2663","0<=X<200",24,"delayed previously","consumer goods",2064,"<100","0",3,"female","none",2,"life insurance",34,"stores","own",1,"high qualified","1","yes","yes","bad"
"2664","0<=X<200",36,"critical","consumer goods",5187,"<100","0<X<1",3.32,"male","none",2,"car",29,"stores","own",2,"high qualified","1","no","yes","bad"
"2665","<0",15,"paid fully","car purchase",950,"<100",">=7",4,"male","none",3,"car",33,"stores","rent",2,"skilled","2","no","yes","bad"
"2666","<0",12,"critical","car purchase",3499,"<100","1<=X<4",3,"female","co applicant",2,"real estate",29,"stores","own",2,"skilled","1","no","yes","bad"
"2667","0<=X<200",48,"paid fully","business",14421,"<100","1<=X<4",2,"male","none",2,"car",25,"stores","own",1,"skilled","1","yes","yes","bad"
"2668","<0",8,"critical","other",3385,"<100","4<=X<7",1.83,"male","none",4,"unknown",40,"stores","own",1,"high qualified","1","yes","yes","bad"
"2669","<0",24,"delayed previously","car purchase",1333,"<100","0",4,"male","none",2,"real estate",43,"stores","for free",2,"skilled","2","no","yes","bad"
"2670","0<=X<200",13,"taking credits","car purchase",1294,"<100","4<=X<7",3.06,"female","none",1,"car",25,"stores","rent",1,"skilled","1","no","yes","bad"
"2671","<0",24,"critical","other",3364,"500<=X<1000","0<X<1",3.61,"male","none",4,"unknown",32,"stores","for free",1,"skilled","2","yes","yes","bad"
"2672","<0",33,"taking credits","car purchase",1841,"<100","4<=X<7",3.8,"female","none",4,"car",32,"stores","own",1,"skilled","1","yes","yes","bad"
"2673","<0",26,"taking credits","car purchase",2427,"<100","4<=X<7",4,"female","none",4,"real estate",31,"stores","own",1,"skilled","1","no","yes","bad"
"2674","0<=X<200",21,"critical","other",1216,"100<=X<500","0<X<1",4,"male","none",4,"life insurance",31,"bank","own",2,"skilled","2","no","yes","bad"
"2675","no checking",18,"paid fully","car purchase",6458,"<100",">=7",2,"male","none",4,"unknown",39,"bank","own",2,"high qualified","2","yes","yes","bad"
"2676","<0",36,"delayed previously","business",2145,"<100","0<X<1",2,"male","none",1,"car",24,"stores","own",2,"skilled","1","yes","yes","bad"
"2677","0<=X<200",36,"delayed previously","car purchase",8105,"100<=X<500",">=7",2.08,"male","none",4,"car",42,"stores","for free",4,"high qualified","1","no","yes","bad"
"2678","0<=X<200",36,"taking credits","repairs",2384,"<100","0<X<1",4,"male","none",1,"unknown",33,"stores","rent",1,"unskilled resident","1","no","yes","bad"
"2679",">=200",32,"taking credits","car purchase",6760,">=1000","1<=X<4",2.46,"male","none",3,"car",51,"stores","own",2,"skilled","1","no","yes","bad"
"2680","<0",18,"taking credits","consumer goods",4153,"<100","1<=X<4",2,"male","co applicant",3,"car",30,"stores","own",1,"skilled","1","no","yes","bad"
"2681","<0",22,"delayed previously","car purchase",5150,"<100","4<=X<7",2.16,"male","co applicant",3,"life insurance",33,"stores","own",1,"skilled","1","yes","yes","bad"
"2682","<0",20,"taking credits","car purchase",1281,">=1000","4<=X<7",3.67,"female","none",3,"unknown",34,"stores","own",1,"skilled","1","no","yes","bad"
"2683","0<=X<200",28,"taking credits","repairs",11849,"<100","4<=X<7",1,"female","none",2,"life insurance",30,"stores","own",1,"skilled","1","no","yes","bad"
"2684","0<=X<200",24,"paid fully","consumer goods",3144,"500<=X<1000","1<=X<4",3.75,"male","none",2,"car",29,"stores","rent",1,"skilled","1","yes","yes","bad"
"2685","0<=X<200",19,"critical","consumer goods",4293,"<100",">=7",4,"male","none",3,"life insurance",39,"stores","own",1,"high qualified","1","no","yes","bad"
"2686","0<=X<200",13,"paid fully","car purchase",1438,"100<=X<500","4<=X<7",2.55,"male","none",3,"life insurance",27,"stores","own",1,"skilled","1","no","yes","bad"
"2687","<0",13,"taking credits","other",6193,"<100","1<=X<4",4,"male","none",2,"life insurance",28,"bank","own",2,"skilled","1","yes","yes","bad"
"2688","<0",9,"taking credits","car purchase",654,"<100","1<=X<4",4,"male","none",3,"car",28,"stores","own",1,"unskilled resident","1","no","yes","bad"
"2689","0<=X<200",36,"taking credits","business",1959,"<100",">=7",4,"male","none",4,"unknown",56,"stores","for free",1,"high qualified","1","yes","yes","bad"
"2690","<0",24,"paid fully","car purchase",1355,"no known savings","0<X<1",4,"male","none",3,"car",39,"stores","own",1,"high qualified","1","no","yes","bad"
"2691","0<=X<200",27,"critical","consumer goods",2520,"500<=X<1000","1<=X<4",4,"male","none",2,"life insurance",23,"stores","own",2,"unskilled resident","1","no","yes","bad"
"2692","0<=X<200",24,"delayed previously","consumer goods",2057,"<100",">=7",2.48,"female","none",2,"life insurance",31,"stores","own",1,"high qualified","1","yes","yes","bad"
"2693","<0",42,"taking credits","consumer goods",7174,"no known savings","4<=X<7",4,"female","none",3,"car",30,"stores","own",1,"high qualified","1","yes","yes","bad"
"2694","<0",48,"taking credits","car purchase",7763,"<100",">=7",4,"male","none",4,"unknown",42,"bank","for free",1,"high qualified","1","no","yes","bad"
"2695","0<=X<200",15,"paid fully","car purchase",1264,"100<=X<500","1<=X<4",2,"male","none",2,"life insurance",25,"stores","rent",1,"skilled","1","no","yes","bad"
"2696",">=200",18,"taking credits","consumer goods",2100,"<100","1<=X<4",4,"male","co applicant",2,"real estate",37,"stores","own",1,"skilled","1","no","yes","bad"
"2697","0<=X<200",12,"taking credits","consumer goods",1110,"<100","4<=X<7",3.37,"male","none",3,"unknown",28,"stores","for free",2,"skilled","1","no","yes","bad"
"2698","0<=X<200",21,"delayed previously","consumer goods",1217,"500<=X<1000","1<=X<4",4,"male","none",3,"unknown",43,"bank","own",1,"unskilled foreign","1","no","yes","bad"
"2699","<0",24,"taking credits","car purchase",1381,"no known savings","1<=X<4",4,"female","none",2,"life insurance",35,"stores","own",1,"skilled","1","no","yes","bad"
"2700","no checking",48,"taking credits","business",3914,"no known savings","1<=X<4",4,"male","none",2,"real estate",38,"bank","own",1,"skilled","1","no","yes","bad"
"2701",">=200",15,"critical","consumer goods",1271,"no known savings","1<=X<4",3,"male","none",4,"unknown",39,"stores","for free",2,"skilled","1","yes","yes","bad"
"2702",">=200",19,"paid fully","business",4156,">=1000","1<=X<4",2.16,"male","none",2,"car",34,"stores","own",2,"skilled","2","no","yes","bad"
"2703","<0",12,"paid fully","consumer goods",6199,"<100","1<=X<4",4,"male","none",2,"life insurance",28,"stores","rent",2,"skilled","1","yes","yes","bad"
"2704","0<=X<200",9,"critical","education",1501,"<100",">=7",2,"female","none",3,"car",34,"stores","own",2,"high qualified","1","yes","yes","bad"
"2705","0<=X<200",10,"critical","education",1507,"<100","0<X<1",1.82,"female","none",3,"car",32,"stores","own",2,"high qualified","1","no","yes","bad"
"2706","0<=X<200",13,"critical","education",1134,"<100",">=7",4,"male","none",3,"life insurance",32,"stores","for free",2,"skilled","2","no","yes","bad"
"2707",">=200",19,"delayed previously","business",2173,"<100","1<=X<4",4,"male","none",2,"car",30,"bank","for free",1,"skilled","1","yes","yes","bad"
"2708","<0",48,"paid fully","car purchase",4605,"<100",">=7",3,"male","none",4,"unknown",24,"stores","for free",2,"skilled","2","no","yes","bad"
"2709","0<=X<200",35,"delayed previously","retraining",8254,"<100","1<=X<4",2,"male","none",2,"life insurance",30,"stores","own",1,"skilled","2","no","yes","bad"
"2710","no checking",36,"taking credits","consumer goods",10974,"<100","0",4,"female","none",2,"car",26,"stores","own",2,"high qualified","1","yes","yes","bad"
"2711",">=200",10,"delayed previously","education",1977,"<100","0<X<1",2.13,"female","co applicant",2,"car",20,"stores","own",2,"skilled","1","no","yes","bad"
"2712",">=200",21,"critical","education",2319,"<100","0<X<1",2,"male","none",1,"car",33,"stores","rent",1,"skilled","1","no","yes","bad"
"2713","0<=X<200",25,"paid fully","business",4246,"500<=X<1000","1<=X<4",1.36,"male","none",4,"unknown",35,"stores","own",3,"unskilled resident","1","no","yes","bad"
"2714","<0",48,"taking credits","car purchase",3931,"<100","4<=X<7",4,"male","none",4,"unknown",46,"stores","for free",1,"skilled","2","no","yes","bad"
"2715","0<=X<200",20,"critical","car purchase",1254,"<100","4<=X<7",3.06,"male","none",2,"unknown",24,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"2716","0<=X<200",52,"critical","consumer goods",6318,"<100","0<X<1",4,"male","none",4,"unknown",45,"stores","for free",2,"skilled","1","no","yes","bad"
"2717","0<=X<200",22,"taking credits","car purchase",1352,"<100","4<=X<7",3.35,"female","none",4,"life insurance",25,"bank","own",1,"unskilled foreign","1","no","yes","bad"
"2718","<0",11,"taking credits","consumer goods",732,"100<=X<500","4<=X<7",3.74,"male","none",3,"unknown",32,"stores","own",1,"unskilled resident","1","no","yes","bad"
"2719","<0",24,"taking credits","car purchase",2303,"<100",">=7",4,"male","co applicant",1,"real estate",45,"stores","own",1,"skilled","1","no","yes","bad"
"2720","<0",12,"paid fully","consumer goods",626,"<100","1<=X<4",4,"female","none",4,"real estate",24,"bank","own",1,"unskilled resident","1","no","yes","bad"
"2721","0<=X<200",34,"critical","consumer goods",8165,"100<=X<500","0<X<1",2,"male","none",3,"car",44,"stores","own",3,"high qualified","1","no","yes","bad"
"2722","<0",21,"taking credits","car purchase",2310,"<100","0<X<1",3.39,"male","co applicant",2,"real estate",39,"stores","own",1,"skilled","1","no","yes","bad"
"2723","0<=X<200",15,"taking credits","consumer goods",802,"<100",">=7",4,"male","none",3,"car",37,"stores","own",1,"skilled","2","no","yes","bad"
"2724","0<=X<200",15,"paid fully","car purchase",1264,"100<=X<500","1<=X<4",2,"male","none",2,"life insurance",25,"stores","rent",1,"skilled","1","no","yes","bad"
"2725","0<=X<200",48,"paid fully","business",14421,"<100","1<=X<4",2,"male","none",2,"car",25,"stores","own",1,"skilled","1","yes","yes","bad"
"2726","0<=X<200",24,"delayed previously","consumer goods",2061,"<100",">=7",2.74,"female","none",2,"life insurance",32,"stores","own",1,"high qualified","1","yes","yes","bad"
"2727","no checking",27,"taking credits","car purchase",2570,"<100","1<=X<4",3,"female","none",3,"real estate",21,"stores","rent",1,"skilled","1","no","yes","bad"
"2728","0<=X<200",48,"taking credits","consumer goods",10961,">=1000","4<=X<7",1,"male","co applicant",2,"unknown",27,"bank","own",2,"skilled","1","yes","yes","bad"
"2729","0<=X<200",16,"delayed previously","business",1191,"<100",">=7",2.61,"female","none",4,"life insurance",38,"stores","for free",1,"skilled","2","no","yes","bad"
"2730","0<=X<200",24,"delayed previously","consumer goods",2064,"<100","0",3,"female","none",2,"life insurance",34,"stores","own",1,"high qualified","1","yes","yes","bad"
"2731","0<=X<200",54,"paid fully","business",15945,"<100","0<X<1",3,"male","none",4,"unknown",58,"stores","rent",1,"skilled","1","yes","yes","bad"
"2732","<0",18,"taking credits","consumer goods",1131,"<100","0",4,"female","none",2,"car",33,"stores","own",1,"skilled","1","no","yes","bad"
"2733","0<=X<200",18,"critical","consumer goods",1245,"<100","1<=X<4",4,"male","none",2,"car",33,"stores","own",1,"skilled","1","no","yes","bad"
"2734","0<=X<200",23,"critical","other",1215,"100<=X<500","0<X<1",4,"male","none",4,"life insurance",39,"bank","own",2,"high qualified","2","no","yes","bad"
"2735","<0",18,"critical","consumer goods",2124,"<100","1<=X<4",4,"female","none",4,"real estate",24,"stores","rent",2,"skilled","1","no","yes","bad"
"2736","0<=X<200",12,"taking credits","car purchase",1223,"<100",">=7",1,"male","none",1,"real estate",46,"stores","rent",2,"skilled","1","no","yes","bad"
"2737","0<=X<200",24,"taking credits","car purchase",2718,"<100","1<=X<4",3,"female","none",4,"life insurance",20,"stores","rent",1,"unskilled resident","1","yes","yes","bad"
"2738","<0",46,"delayed previously","consumer goods",4328,"<100","4<=X<7",3,"female","none",3,"life insurance",25,"bank","own",1,"skilled","1","no","yes","bad"
"2739","0<=X<200",36,"critical","car purchase",1842,"<100","1<=X<4",4,"male","none",4,"unknown",28,"bank","for free",1,"skilled","1","no","yes","bad"
"2740","<0",18,"taking credits","consumer goods",2473,"<100","0",4,"male","none",1,"car",25,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"2741","<0",12,"taking credits","other",673,"<100","1<=X<4",4,"male","none",1,"car",20,"stores","own",1,"skilled","1","no","yes","bad"
"2742","<0",24,"taking credits","consumer goods",3345,"<100",">=7",4,"male","none",2,"life insurance",39,"stores","rent",1,"high qualified","1","yes","yes","bad"
"2743","<0",35,"taking credits","car purchase",3942,"<100","1<=X<4",3.6,"male","none",3,"life insurance",39,"stores","for free",1,"skilled","2","no","yes","bad"
"2744","no checking",30,"taking credits","car purchase",7485,"no known savings","0",4,"female","none",1,"real estate",53,"bank","own",1,"high qualified","1","yes","yes","bad"
"2745","0<=X<200",48,"paid fully","business",14421,"<100","1<=X<4",2,"male","none",2,"car",25,"stores","own",1,"skilled","1","yes","yes","bad"
"2746","0<=X<200",35,"taking credits","business",4288,"100<=X<500","1<=X<4",3.71,"female","none",3,"car",25,"stores","rent",2,"unskilled foreign","1","no","yes","bad"
"2747",">=200",16,"critical","consumer goods",2772,"<100","4<=X<7",1.73,"male","none",2,"life insurance",29,"bank","own",2,"skilled","1","no","yes","bad"
"2748","<0",24,"delayed previously","consumer goods",3125,"<100","4<=X<7",4,"female","none",1,"life insurance",27,"stores","own",1,"skilled","1","no","yes","bad"
"2749","<0",48,"critical","car purchase",6143,"<100",">=7",4,"female","none",4,"unknown",58,"bank","for free",2,"unskilled resident","1","no","yes","bad"
"2750","0<=X<200",52,"delayed previously","consumer goods",15381,"500<=X<1000","1<=X<4",2.33,"male","none",3,"car",35,"bank","for free",1,"high qualified","1","yes","yes","bad"
"2751","<0",15,"taking credits","consumer goods",6129,"<100","1<=X<4",3.18,"male","none",2,"car",32,"stores","own",2,"skilled","1","yes","yes","bad"
"2752","<0",12,"taking credits","car purchase",1228,"<100","1<=X<4",4,"female","none",2,"real estate",24,"stores","own",1,"unskilled resident","1","no","yes","bad"
"2753","<0",36,"critical","consumer goods",8039,"<100","1<=X<4",3.31,"female","none",3,"life insurance",26,"stores","own",2,"high qualified","1","yes","yes","bad"
